id,category,topic,displayTopic,minLabel,maxLabel
211,大人・下ネタ・露骨,セックスでちょっと苦手そうな体位,セックスでちょ｜っと苦手そうな体位,かなり軽め,かなり強め
212,大人・下ネタ・露骨,一度くらい試してみたい大人向けの遊び,一度くらい試してみたい｜大人向けの遊び,かなり軽め,かなり強め
213,大人・下ネタ・露骨,大人のおもちゃを使うなら試してみたいもの,大人のおもちゃを使うなら｜試してみたいもの,かなり軽め,かなり強め
214,大人・下ネタ・露骨,大人のおもちゃを恋人から提案されたら恥ずかしいもの,大人のおもちゃを恋人から提案されたら｜恥ずかしいもの,かなり軽め,かなり強め
215,大人・下ネタ・露骨,ラブホテルで一番試してみたい設備,ラブホテルで｜一番試してみたい設備,かなり軽め,かなり強め
216,大人・下ネタ・露骨,ラブホテルで一番テンションが上がりそうなもの,ラブホテルで｜一番テンションが上がりそうなもの,かなり軽め,かなり強め
217,大人・下ネタ・露骨,ラブホテルで逆にちょっと引いてしまいそうな設備,ラブホテルで逆に｜ちょっと引いてしまいそうな設備,かなり軽め,かなり強め
218,大人・下ネタ・露骨,旅行先のホテルなら試してみたい大人っぽいこと,旅行先のホテルなら｜試してみたい大人っぽいこと,かなり軽め,かなり強め
219,大人・下ネタ・露骨,自宅だからこそ試してみたい夜の過ごし方,自宅だからこそ｜試してみたい夜の過ごし方,かなり軽め,かなり強め
220,大人・下ネタ・露骨,いつもと違う場所ならしてみたいこと,いつもと違う場所なら｜してみたいこと,かなり軽め,かなり強め
221,大人・下ネタ・露骨,セックスするなら一番ムードが高まりそうな場所,セックスするなら｜一番ムードが高まりそうな場所,かなり軽め,かなり強め
222,大人・下ネタ・露骨,セックスする場所としてギリギリありだと思う場所,セックスする場所として｜ギリギリありだと思う場所,かなり軽め,かなり強め
223,大人・下ネタ・露骨,セックスする場所として絶対なしだと思う場所,セックスする場所として｜絶対なしだと思う場所,かなり軽め,かなり強め
224,大人・下ネタ・露骨,夜のマンネリを解消するなら試してみたいこと,夜のマンネリを解消するなら｜試してみたいこと,かなり軽め,かなり強め
225,大人・下ネタ・露骨,恋人との夜に音楽を流すならどんな雰囲気がいいか,恋人との夜に音楽を流すなら｜どんな雰囲気がいいか,かなり軽め,かなり強め
226,大人・下ネタ・露骨,恋人との夜に照明を変えるならどんな雰囲気がいいか,恋人との夜に照明を変えるなら｜どんな雰囲気がいいか,かなり軽め,かなり強め
227,大人・下ネタ・露骨,恋人との夜に一番邪魔されたくないもの,恋人との夜に｜一番邪魔されたくないもの,かなり軽め,かなり強め
228,大人・下ネタ・露骨,恋人との夜でスマホをどうしておきたいか,恋人との夜でスマホを｜どうしておきたいか,かなり軽め,かなり強め
229,大人・下ネタ・露骨,セックスの頻度について自分から言いづらい本音,セックスの頻度について｜自分から言いづらい本音,かなり軽め,かなり強め
230,大人・下ネタ・露骨,恋人とのスキンシップの頻度で理想だと思うこと,恋人とのスキンシップの頻｜度で理想だと思うこと,かなり軽め,かなり強め
231,大人・下ネタ・露骨,キスの頻度で理想だと思うこと,キスの頻度で理想だと思うこと,かなり軽め,かなり強め
232,大人・下ネタ・露骨,一緒に寝る時に一番してほしいこと,一緒に寝る時に｜一番してほしいこと,かなり軽め,かなり強め
233,大人・下ネタ・露骨,一緒に寝る時にされたら困ること,一緒に寝る時に｜されたら困ること,かなり軽め,かなり強め
234,大人・下ネタ・露骨,寝起きでも恋人になら見せられそうな姿,寝起きでも恋人になら｜見せられそうな姿,かなり軽め,かなり強め
235,大人・下ネタ・露骨,寝起きに恋人からされたらうれしいこと,寝起きに恋人からされたら｜うれしいこと,かなり軽め,かなり強め
236,大人・下ネタ・露骨,恋人とベッドで話してみたい本音,恋人とベッドで｜話してみたい本音,かなり軽め,かなり強め
237,大人・下ネタ・露骨,ベッドの中だからこそ聞いてみたい質問,ベッドの中だからこそ｜聞いてみたい質問,かなり軽め,かなり強め
238,大人・下ネタ・露骨,恋人に過去の経験人数を聞かれたらどう答えたいか,恋人に過去の経験人数を聞かれたら｜どう答えたいか,かなり軽め,かなり強め
239,大人・下ネタ・露骨,恋人の過去の経験でどこまでなら聞きたいか,恋人の過去の経験で｜どこまでなら聞きたいか,かなり軽め,かなり強め
240,大人・下ネタ・露骨,恋人と性の価値観について一番話しておきたいこと,恋人と性の価値観について｜一番話しておきたいこと,かなり軽め,かなり強め
241,大人・下ネタ・露骨,恋人に性の悩みを相談するなら何から話せそうか,恋人に性の悩みを相談するなら｜何から話せそうか,かなり軽め,かなり強め
242,大人・下ネタ・露骨,自分の性癖で恋人になら話してみてもいいこと,自分の性癖で恋人になら｜話してみてもいいこと,かなり軽め,かなり強め
243,大人・下ネタ・露骨,恋人の性癖として聞いても驚かなそうなもの,恋人の性癖として聞いても｜驚かなそうなもの,かなり軽め,かなり強め
244,大人・下ネタ・露骨,恋人の性癖として聞いたら驚きそうなもの,恋人の性癖として｜聞いたら驚きそうなもの,かなり軽め,かなり強め
245,大人・下ネタ・露骨,恋人と一緒なら見てもいいと思う大人向けコンテンツ,恋人と一緒なら｜見てもいいと思う大人向けコンテンツ,かなり軽め,かなり強め
246,大人・下ネタ・露骨,恋人と一緒に見るのは恥ずかしい大人向けコンテンツ,恋人と一緒に見るのは｜恥ずかしい大人向けコンテンツ,かなり軽め,かなり強め
247,大人・下ネタ・露骨,恋人に自分の大人向けコンテンツの好みを知られたら恥ずかしいこと,恋人に自分の｜大人向けコンテンツの好みを｜知られたら恥ずかしいこと,かなり軽め,かなり強め
248,大人・下ネタ・露骨,恋人と大人向けコンテンツについて話すなら聞いてみたいこと,恋人と大人向けコンテンツについて｜話すなら聞いてみたいこと,かなり軽め,かなり強め
249,大人・下ネタ・露骨,恋人に下着を選んでもらうならどんなものまで任せられるか,恋人に下着を選んでもらうなら｜どんなものまで任せられるか,かなり軽め,かなり強め
250,大人・下ネタ・露骨,恋人の下着で意外と気になりそうなポイント,恋人の下着で｜意外と気になりそうなポイント,かなり軽め,かなり強め
